geo\time	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
pl43	4824.5 	4369.4 	4858.9 	4955.2 	4409.9 	3770.5 	3694.8 	3353.7 	3004.7 	2739.6 
pl51	15756.8 	14901.4 	16458.8 	16386.8 	14707.2 	12627.5 	11989.7 	11150.0 	10107.6 	8652.7 
pl52	4838.2 	4211.1 	4710.9 	4844.6 	4396.3 	3706.5 	3837.7 	3550.8 	3240.6 	2950.9 
pl61	9880.4 	9293.3 	10342.7 	10516.3 	9192.2 	7530.8 	7658.8 	6778.8 	6294.5 	5754.2 
pl62	5925.1 	5639.5 	5972.1 	6012.7 	5420.3 	4656.7 	4488.2 	4162.9 	3737.1 	3206.8 
pl63	11437.7 	10785.8 	11917.4 	11831.8 	10463.5 	9037.5 	8593.2 	7686.0 	6860.8 	6055.2 
pt	143477.9 p	137522.8 	135433.6 	129308.5 	122270.2 	114192.7 	105760.3 e	98831.6 e	92690.3 e	87038.3 e
pt11	39955.7 p	39019.5 	39026.0 	37790.0 	35398.0 	33588.8 	30808.0 e	29001.7 e	27657.3 e	25967.1 e
pt15	5753.1 p	5532.7 	5319.1 	5044.3 	4594.3 	4311.2 	3843.4 e	3586.8 e	3322.4 e	3143.0 e
pt16	27845.2 p	26440.8 	25724.2 	24781.1 	23429.5 	22121.5 	20007.3 e	18681.9 e	17695.8 e	16583.6 e
pt17	53131.6 p	50333.1 	49618.1 	47262.5 	44933.0 	41162.3 	39432.8 e	36521.0 e	33738.6 e	31733.1 e
pt18	9853.7 p	9448.0 	9116.8 	8648.5 	8347.6 	7891.5 	7098.2 e	6825.5 e	6349.0 e	5924.9 e
pt20	2896.7 p	2769.2 	2668.2 	2497.4 	2278.2 	2154.4 	1869.0 e	1752.9 e	1694.1 e	1585.0 e
pt30	4041.8 p	3979.4 	3961.3 	3284.7 	3289.6 	2962.8 	2701.6 e	2461.7 e	2233.0 e	2101.6 e
ro	60818.0 	52613.0 	48441.6 	44904.2 	40346.4 	33387.8 	37436.4 	: c	: c	: c
ro11	7474.2 	6454.3 	5788.8 	5279.2 	4757.6 	3755.6 	4554.4 	: c	: c	: c
ro12	7439.5 	6624.4 	6122.6 	5546.2 	5070.3 	3981.6 	4678.7 	: c	: c	: c
ro21	7282.7 	6558.9 	5957.1 	5512.9 	4804.7 	5673.0 	5063.0 	: c	: c	: c
ro22	7245.4 	5915.0 	5467.8 	5055.1 	4692.2 	3859.6 	4892.5 	: c	: c	: c
ro31	7850.8 	6602.0 	6009.0 	5506.9 	5127.0 	4156.9 	4967.0 	: c	: c	: c
ro32	11763.0 	10317.0 	10188.3 	9604.4 	8464.2 	5525.7 	6176.2 	: c	: c	: c
ro41	5508.9 	4802.9 	4180.8 	4057.3 	3647.3 	3123.7 	3645.9 	: c	: c	: c
ro42	6253.5 	5338.4 	4727.2 	4342.2 	3783.1 	3311.7 	3458.7 	: c	: c	: c
si	26232.2 	24860.2 	23699.0 	22018.3 	20813.6 	20151.7 	18793.5 	17398.9 	16129.0 	15525.3 
si00	26232.2 	24860.2 	23699.0 	22018.3 	20813.6 	20151.7 	18793.5 	17398.9 	16129.0 	15525.3 
sk	33862.9 	29228.6 	26033.7 	23570.3 	22095.5 	19313.5 	19980.6 	19019.7 	16834.3 	15072.3 
sk01	8611.4 	7331.0 	6554.9 	5781.8 	5478.8 	4704.8 	4927.6 	4690.5 	4063.5 	3715.1 
sk02	10899.6 	9476.8 	8250.8 	7610.6 	7264.6 	6411.3 	6510.8 	6246.3 	5622.6 	5011.5 
sk03	7000.9 	6092.5 	5502.2 	4952.3 	4575.9 	3998.8 	4171.8 	3954.8 	3491.2 	3105.1 
sk04	7351.0 	6328.3 	5725.8 	5225.6 	4776.2 	4198.6 	4370.4 	4128.0 	3657.0 	3240.7 
fi	151935.0 	145938.0 	143974.0 	139868.0 	132272.0 	122747.0 	116391.0 	108817.2 	101260.2 	99901.2 
fi13	14337.6 	13887.8 	13469.5 	13222.9 	12556.4 	11877.5 	11470.5 	11194.9 	10560.1 	10768.0 
fi18	86424.4 	82722.8 	82569.7 	80307.5 	75883.8 	70187.9 	65955.2 	60503.2 	55928.9 	54618.9 
fi19	34073.2 	32982.6 	32283.2 	31831.6 	29412.0 	27669.5 	26361.1 	25026.0 	23456.9 	22925.2 
fi1a	16126.4 	15375.5 	14691.4 	13552.6 	13596.6 	12174.9 	11845.9 	11413.5 	10664.6 	10962.2 
fi20	973.4 	969.3 	960.2 	953.4 	823.2 	837.3 	758.4 	679.5 	649.8 	626.9 
se	281123.6 	269548.3 	258877.9 	247253.0 	262550.3 	238020.2 	222886.8 	220161.8 	214854.8 	191588.5 
se01	80365.9 	76089.0 	73968.9 	69891.7 	74666.7 	67208.0 	61814.4 	59813.5 	56502.8 	48439.1 
se02	39953.5 	38404.5 	37431.5 	35569.4 	37722.7 	34225.2 	32519.2 	32034.2 	32116.1 	28853.2 
se04	37432.3 	36117.2 	34608.1 	32954.2 	34901.0 	31412.1 	29308.2 	29636.0 	28183.6 	24975.4 
se06	22425.7 	21356.0 	20487.6 	19406.4 	20921.4 	19412.0 	18569.7 	18647.4 	18774.7 	17375.5 
se07	10594.7 	10191.6 	9786.3 	9716.2 	10115.3 	9329.8 	9136.3 	9048.4 	9050.4 	8530.5 
se08	14627.0 	13818.1 	12824.1 	12358.3 	13049.1 	12101.3 	11845.2 	11935.8 	11923.5 	11043.1 
se09	22321.5 	21589.2 	20795.5 	19967.2 	21449.8 	19140.6 	18568.3 	18319.7 	18402.0 	16214.4 
se0a	53402.9 	51982.7 	48976.0 	47389.6 	49724.4 	45191.2 	41125.5 	40726.6 	39901.6 	36157.3 
uk	1733603.0 	1604497.2 	1667806.9 	1603208.1 	1564000.5 	1376213.7 	1272550.2 	1171731.7 	940224.0 	868432.3 
ukc1	24243.3 	21980.9 	22367.9 	23065.4 	23194.6 	20519.0 	19097.3 	18646.3 	15304.5 	14498.4 
ukc2	34021.6 	31889.4 	33886.5 	31518.3 	30260.0 	26944.0 	25560.1 	23385.3 	19101.3 	17887.4 
ukd1	11098.6 	10227.5 	10268.8 	9730.1 	9982.9 	9185.9 	9087.6 	8529.5 	7159.6 	6822.1 
ukd2	30339.2 	28660.0 	30941.5 	30377.0 	28485.2 	25772.3 	24460.5 	22632.4 	17723.5 	16466.5 
ukd3	69373.0 	62757.3 	65275.0 	64384.1 	63132.1 	55775.5 	50506.3 	47440.3 	38165.7 	35238.1 
ukd4	34405.9 	32048.0 	33563.9 	32495.8 	31658.5 	27884.0 	25719.8 	24095.5 	20398.6 	19139.8 
ukd5	28071.9 	27160.0 	28236.0 	26217.9 	26526.8 	22840.6 	21827.7 	19687.8 	15888.0 	15236.1 
uke1	21667.5 	19835.4 	20879.9 	19682.5 	19290.7 	16944.6 	17034.8 	16472.4 	13607.1 	12460.2 
uke2	20250.9 	19228.0 	19720.9 	18567.9 	18276.0 	15521.3 	14668.8 	13925.4 	11053.6 	10122.2 
uke3	28561.0 	26095.2 	27131.6 	25925.3 	25200.6 	22318.2 	21557.8 	19184.7 	15605.9 	14495.5 
uke4	56922.9 	53098.9 	55417.5 	54389.3 	53011.0 	47656.9 	42754.7 	39865.5 	31919.6 	29613.0 
ukf1	52913.7 	48325.6 	51171.0 	48698.4 	46692.6 	42300.3 	38422.2 	35940.1 	29557.9 	27347.3 
ukf2	47192.4 	43175.6 	43202.6 	42007.8 	42227.6 	36302.1 	34539.0 	31550.8 	24697.5 	22722.4 
ukf3	14809.3 	14210.1 	14480.1 	13665.5 	12421.6 	10990.1 	10766.4 	10646.3 	8629.5 	7962.2 
ukg1	32871.1 	29659.9 	30979.8 	31037.1 	30014.0 	26589.6 	23778.4 	21407.0 	18025.3 	16310.5 
ukg2	34589.7 	32019.1 	33481.9 	31143.0 	31469.7 	27844.4 	27350.4 	24631.5 	19940.1 	18317.8 
ukg3	70913.0 	67049.2 	70517.4 	68970.7 	67212.8 	59375.2 	55080.2 	52553.0 	41261.5 	38935.0 
ukh1	59928.1 	54786.9 	56197.3 	53600.6 	51456.2 	45477.9 	42244.7 	40120.3 	32978.8 	30721.0 
ukh2	52498.7 	48077.4 	51677.3 	49990.4 	48681.0 	42465.6 	38877.9 	34150.8 	26933.3 	24731.5 
ukh3	40200.6 	37711.6 	37142.0 	35655.4 	35194.6 	30897.8 	28857.1 	26764.0 	21319.7 	19616.1 
uki1	209513.6 	193751.9 	199361.1 	185845.0 	178176.1 	154612.9 	139790.6 	126478.7 	99065.0 	90182.0 
uki2	120734.4 	111007.9 	116553.7 	113917.7 	114830.4 	101963.1 	93667.0 	83566.0 	66780.4 	61022.6 
ukj1	86888.7 	79713.5 	81265.7 	78666.9 	78664.7 	67875.7 	60688.1 	51059.7 	40698.3 	37797.9 
ukj2	79217.2 	75059.7 	79865.5 	77448.5 	72856.3 	62612.8 	56814.2 	54310.7 	41587.7 	38323.6 
ukj3	50214.8 	46795.3 	48971.9 	46517.1 	44813.9 	39473.4 	37150.4 	33829.1 	27522.4 	23670.4 
ukj4	37614.7 	34617.4 	36173.4 	34410.0 	33342.9 	30141.7 	27490.1 	25127.1 	20393.4 	19581.0 
ukk1	74493.5 	68930.5 	70740.5 	66098.2 	64875.5 	56457.7 	53515.5 	47806.6 	37372.1 	33353.9 
ukk2	28414.0 	26558.2 	27455.7 	27081.6 	27070.8 	23513.4 	20801.3 	19044.4 	15408.1 	14632.9 
ukk3	9634.5 	9087.8 	9238.5 	8539.6 	8062.3 	6891.0 	6383.3 	5922.4 	4901.5 	4443.6 
ukk4	25122.2 	22288.3 	23685.0 	23840.7 	21686.9 	19742.4 	17564.6 	17753.8 	14670.7 	13673.8 
ukl1	35410.1 	32564.5 	34513.1 	32776.3 	32636.0 	28740.7 	27548.8 	26633.1 	22249.3 	20643.4 
ukl2	31145.3 	29091.7 	29650.1 	29364.5 	27975.5 	24800.3 	22734.3 	20742.0 	16482.7 	15699.2 
ukm1	18190.4 	17116.7 	18513.4 	18113.6 	18117.5 	15494.9 	14936.0 	14067.4 	11379.4 	10703.8 
ukm2	54520.6 	50017.8 	51637.0 	48946.4 	49103.1 	43231.7 	40625.9 	39108.6 	31836.1 	29087.3 
ukm3	59824.4 	55823.2 	58056.7 	56238.1 	54101.3 	48712.9 	45742.9 	42308.3 	34283.1 	32744.1 
ukm4	7888.5 	7167.4 	7209.7 	6966.7 	6821.7 	6297.7 	5470.6 	5186.1 	4481.3 	4288.2 
ukn0	39904.1 	36909.4 	38377.0 	37314.6 	36476.8 	32046.3 	29434.8 	27159.1 	21841.4 	19941.3 
hr	28389.3 	26215.8 	24447.7 	22138.3 	: 	: 	: 	: 	: 	: 
hr01	13454.2 	12514.0 	11652.2 	10474.6 	: 	: 	: 	: 	: 	: 
hr02	5935.1 	5567.0 	5488.9 	5018.3 	: 	: 	: 	: 	: 	: 
hr03	9000.0 	8134.8 	7306.6 	6645.4 	: 	: 	: 	: 	: 	: 
no	205136.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no01	49734.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no02	10313.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no03	24940.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no04	22965.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no05	27027.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no06	12374.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
no07	12981.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
